word,katakana,part_of_speech,conjugation_type,conjugated_form_example
五山,ゴサン,名詞-普通名詞-一般,0,0
除隊,ジョタイ,名詞-普通名詞-サ変可能,0,0
角張る,カクバル,動詞-一般,五段-ラ行-一般,連用形-促音便
来襲,ライシュウ,名詞-普通名詞-サ変可能,0,0
さとい,サトイ,形容詞-一般,形容詞,連体形-一般
弱腰,ヨワゴシ,名詞-普通名詞-一般,0,0
バーテン,バーテン,名詞-普通名詞-一般,0,0
ケミカル,ケミカル,名詞-普通名詞-形状詞可能,0,0
太守,タイシュ,名詞-普通名詞-一般,0,0
切磋,セッサ,名詞-普通名詞-サ変可能,0,0
しょうすい,ショウスイ,名詞-普通名詞-サ変可能,0,0
舗道,ホドウ,名詞-普通名詞-一般,0,0
首班,シュハン,名詞-普通名詞-一般,0,0
虐げる,シイタゲル,動詞-一般,下一段-ガ行,未然形-一般
紋付き,モンツキ,名詞-普通名詞-一般,0,0
プラカード,プラカード,名詞-普通名詞-一般,0,0
店名,テンメイ,名詞-普通名詞-一般,0,0
ＬＡ,エルエー,名詞-普通名詞-一般,0,0
鑑別,カンベツ,名詞-普通名詞-サ変可能,0,0
政敵,セイテキ,名詞-普通名詞-一般,0,0
湿疹,シッシン,名詞-普通名詞-一般,0,0
アクリル,アクリル,名詞-普通名詞-一般,0,0
主著,シュチョ,名詞-普通名詞-一般,0,0
甫,0,名詞-普通名詞-一般,0,0
うずうず,ウズウズ,副詞,0,0
焼き殺す,ヤキコロス,動詞-一般,五段-サ行,連用形-一般
猛獣,モウジュウ,名詞-普通名詞-一般,0,0
女形,オヤマ,名詞-普通名詞-一般,0,0
地異,チイ,名詞-普通名詞-一般,0,0
天変,テンペン,名詞-普通名詞-一般,0,0
言下,ゲンカ,名詞-普通名詞-一般,0,0
薄紫,ウスムラサキ,名詞-普通名詞-一般,0,0
ペイン,ペイン,名詞-普通名詞-一般,0,0
両輪,リョウリン,名詞-普通名詞-一般,0,0
エントロピー,エントロピー,名詞-普通名詞-一般,0,0
集客,シュウキャク,名詞-普通名詞-サ変可能,0,0
しがない,シガナイ,形容詞-一般,形容詞,連体形-一般
手動,シュドウ,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
牛どん,ギュウドン,名詞-普通名詞-一般,0,0
流離,リュウリ,名詞-普通名詞-一般,0,0
照応,ショウオウ,名詞-普通名詞-サ変可能,0,0
木枠,キワク,名詞-普通名詞-一般,0,0
弾道,ダンドウ,名詞-普通名詞-一般,0,0
厳守,ゲンシュ,名詞-普通名詞-サ変可能,0,0
ポストモダン,ポストモダン,名詞-普通名詞-一般,0,0
ニヒリズム,ニヒリズム,名詞-普通名詞-一般,0,0
島内,トウナイ,名詞-普通名詞-一般,0,0
見限る,ミカギル,動詞-一般,五段-ラ行-一般,連用形-一般
滑り,スベリ,名詞-普通名詞-一般,0,0
光速,コウソク,名詞-普通名詞-一般,0,0
一筆,イッピツ,名詞-普通名詞-一般,0,0
ぶん殴る,ブンナグル,動詞-一般,五段-ラ行-一般,連用形-促音便
地租,チソ,名詞-普通名詞-一般,0,0
言い争い,イイアラソイ,名詞-普通名詞-サ変可能,0,0
でっち上げ,デッチアゲ,名詞-普通名詞-一般,0,0
恋する,コイスル,動詞-一般,サ行変格,連用形-一般
舷側,ゲンソク,名詞-普通名詞-一般,0,0
宮仕え,ミヤヅカエ,名詞-普通名詞-一般,0,0
土用,ドヨウ,名詞-普通名詞-一般,0,0
低俗,テイゾク,名詞-普通名詞-形状詞可能,0,0
ペンシル,ペンシル,名詞-普通名詞-一般,0,0
葉掘り,ハホリ,名詞-普通名詞-一般,0,0
各藩,カクハン,名詞-普通名詞-一般,0,0
ＯＡ,オーエー,名詞-普通名詞-一般,0,0
目ざとい,メザトイ,形容詞-一般,形容詞,連用形-一般
リソース,リソース,名詞-普通名詞-一般,0,0
治験,チケン,名詞-普通名詞-一般,0,0
ホップ,ホップ,名詞-普通名詞-サ変可能,0,0
弟妹,テイマイ,名詞-普通名詞-一般,0,0
捕,ホ,名詞-普通名詞-一般,0,0
スピン,スピン,名詞-普通名詞-サ変可能,0,0
風説,フウセツ,名詞-普通名詞-一般,0,0
カフェテリア,カフェテリア,名詞-普通名詞-一般,0,0
国史,コクシ,名詞-普通名詞-一般,0,0
執政,シッセイ,名詞-普通名詞-一般,0,0
ふげん,フゲン,名詞-普通名詞-サ変可能,0,0
奇特,キトク,名詞-普通名詞-形状詞可能,0,0
入選,ニュウセン,名詞-普通名詞-サ変可能,0,0
神託,シンタク,名詞-普通名詞-一般,0,0
Ｆ,フッソ,名詞-普通名詞-一般,0,0
代数,ダイスウ,名詞-普通名詞-一般,0,0
語法,ゴホウ,名詞-普通名詞-一般,0,0
はけ口,ハケグチ,名詞-普通名詞-一般,0,0
今須,イマス,動詞-一般,五段-サ行,連体形-一般
中道,チュウドウ,名詞-普通名詞-一般,0,0
半期,ハンキ,名詞-普通名詞-一般,0,0
卦,ケ,名詞-普通名詞-一般,0,0
納骨,ノウコツ,名詞-普通名詞-サ変可能,0,0
初冬,ショトウ,名詞-普通名詞-副詞可能,0,0
オーディション,オーディション,名詞-普通名詞-一般,0,0
経文,キョウモン,名詞-普通名詞-一般,0,0
波間,ナミマ,名詞-普通名詞-一般,0,0
御霊,ミタマ,名詞-普通名詞-一般,0,0
ゆるゆる,ユルユル,形状詞-一般,0,0
神人,シンジン,名詞-普通名詞-一般,0,0
薄荷,ハッカ,名詞-普通名詞-一般,0,0
捨て場,ステバ,名詞-普通名詞-一般,0,0
病因,ビョウイン,名詞-普通名詞-一般,0,0
うっ積,ウッセキ,名詞-普通名詞-サ変可能,0,0
結び合う,ムスビアウ,動詞-一般,五段-ワア行-一般,連体形-一般
ヌー,ヌー,名詞-普通名詞-一般,0,0
風光,フウコウ,名詞-普通名詞-一般,0,0
摂氏,セッシ,名詞-普通名詞-一般,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
練磨,レンマ,名詞-普通名詞-サ変可能,0,0
＊,レイメイ,名詞-普通名詞-一般,0,0
ビク,ビク,名詞-普通名詞-一般,0,0
捨て置く,ステオク,動詞-一般,五段-カ行-一般,連用形-イ音便
しぼり,シボリ,名詞-普通名詞-一般,0,0
営々,エイエイ,形状詞-タリ,0,0
ハエ,ハエ,名詞-普通名詞-一般,0,0
エレクトロニクス,エレクトロニクス,名詞-普通名詞-一般,0,0
譜代,フダイ,名詞-普通名詞-一般,0,0
同量,ドウリョウ,名詞-普通名詞-一般,0,0
せせらぎ,セセラギ,名詞-普通名詞-一般,0,0
掌中,ショウチュウ,名詞-普通名詞-一般,0,0
サトイモ,サトイモ,名詞-普通名詞-一般,0,0
フリーズ,フリーズ,名詞-普通名詞-サ変可能,0,0
逃げまどう,ニゲマドウ,動詞-一般,五段-ワア行-一般,連体形-一般
祝言,シュウゲン,名詞-普通名詞-一般,0,0
木片,モクヘン,名詞-普通名詞-一般,0,0
エキス,エキス,名詞-普通名詞-一般,0,0
減価,ゲンカ,名詞-普通名詞-一般,0,0
キロワット,キロワット,接尾辞-名詞的-助数詞,0,0
見回り,ミマワリ,名詞-普通名詞-一般,0,0
コミット,コミット,名詞-普通名詞-サ変可能,0,0
プレース,プレース,名詞-普通名詞-一般,0,0
北面,ホクメン,名詞-普通名詞-サ変可能,0,0
想念,ソウネン,名詞-普通名詞-一般,0,0
荒木,アラキ,名詞-普通名詞-一般,0,0
受胎,ジュタイ,名詞-普通名詞-サ変可能,0,0
そっちのけ,ソッチノケ,名詞-普通名詞-一般,0,0
旧幕,キュウバク,名詞-普通名詞-一般,0,0
#N/A,#N/A,動詞-一般,カ行変格,連用形-一般
ていい,テイイ,名詞-普通名詞-サ変可能,0,0
健診,ケンシン,名詞-普通名詞-一般,0,0
日笠,ヒガサ,名詞-普通名詞-一般,0,0
原野,ゲンヤ,名詞-普通名詞-一般,0,0
片田舎,カタイナカ,名詞-普通名詞-一般,0,0
ヘッドホン,ヘッドホン,名詞-普通名詞-一般,0,0
クレープ,クレープ,名詞-普通名詞-一般,0,0
地勢,チセイ,名詞-普通名詞-一般,0,0
ローゼン,#N/A,名詞-普通名詞-一般,0,0
炭焼き,スミヤキ,名詞-普通名詞-一般,0,0
鳥獣,チョウジュウ,名詞-普通名詞-一般,0,0
紙おむつ,カミオムツ,名詞-普通名詞-一般,0,0
セクト,セクト,名詞-普通名詞-一般,0,0
若殿,ワカトノ,名詞-普通名詞-一般,0,0
曲目,キョクモク,名詞-普通名詞-一般,0,0
激論,ゲキロン,名詞-普通名詞-サ変可能,0,0
愚か者,オロカモノ,名詞-普通名詞-一般,0,0
難聴,ナンチョウ,名詞-普通名詞-一般,0,0
パッチ,パッチ,名詞-普通名詞-一般,0,0
メッセ,メッセ,名詞-普通名詞-一般,0,0
聞き耳,キキミミ,名詞-普通名詞-一般,0,0
カマス,カマス,動詞-一般,五段-サ行,未然形-一般
＊,ゲ,名詞-普通名詞-一般,0,0
実弟,ジッテイ,名詞-普通名詞-一般,0,0
ステッカー,ステッカー,名詞-普通名詞-一般,0,0
遊び心,アソビゴコロ,名詞-普通名詞-一般,0,0
ポートフォリオ,ポートフォリオ,名詞-普通名詞-一般,0,0
使い手,ツカイテ,名詞-普通名詞-一般,0,0
ももひき,モモヒキ,名詞-普通名詞-一般,0,0
コネクション,コネクション,名詞-普通名詞-一般,0,0
問診,モンシン,名詞-普通名詞-サ変可能,0,0
＊,センテイ,名詞-普通名詞-サ変可能,0,0
弾正,ダンジョウ,名詞-普通名詞-一般,0,0
全社,ゼンシャ,名詞-普通名詞-一般,0,0
バクテリア,バクテリア,名詞-普通名詞-一般,0,0
遠縁,トオエン,名詞-普通名詞-一般,0,0
エントリー,エントリー,名詞-普通名詞-サ変可能,0,0
#N/A,#N/A,名詞-普通名詞-一般,0,0
領国,リョウゴク,名詞-普通名詞-一般,0,0
半,ハン,名詞-普通名詞-一般,0,0
揺るぎない,ユルギナイ,形容詞-一般,形容詞,連用形-一般
コント,コント,名詞-普通名詞-一般,0,0
謀,ハカリゴト,名詞-普通名詞-一般,0,0
血気,ケッキ,名詞-普通名詞-一般,0,0
人違い,ヒトチガイ,名詞-普通名詞-一般,0,0
乳母車,ウバグルマ,名詞-普通名詞-一般,0,0
かつぎ込む,カツギコム,動詞-一般,五段-マ行,未然形-一般
軽食,ケイショク,名詞-普通名詞-一般,0,0
雑事,ザツジ,名詞-普通名詞-一般,0,0
フランチャイズ,フランチャイズ,名詞-普通名詞-一般,0,0
教練,キョウレン,名詞-普通名詞-サ変可能,0,0
見殺し,ミゴロシ,名詞-普通名詞-一般,0,0
そう,ソウ,接尾辞-名詞的-一般,0,0
禁令,キンレイ,名詞-普通名詞-一般,0,0
手間暇,テマヒマ,名詞-普通名詞-一般,0,0
そう,ソウ,名詞-普通名詞-一般,0,0
曲名,キョクメイ,名詞-普通名詞-一般,0,0
接頭,セットウ,名詞-普通名詞-一般,0,0
フー,フー,感動詞-一般,0,0
卒中,ソッチュウ,名詞-普通名詞-一般,0,0
げんこつ,ゲンコツ,名詞-普通名詞-一般,0,0
珠玉,シュギョク,名詞-普通名詞-一般,0,0
兵営,ヘイエイ,名詞-普通名詞-一般,0,0
網戸,アミド,名詞-普通名詞-一般,0,0
美点,ビテン,名詞-普通名詞-一般,0,0
詣でる,モウデル,動詞-一般,下一段-ダ行,連用形-一般
ものものしい,モノモノシイ,形容詞-一般,形容詞,連用形-一般
けしかける,ケシカケル,動詞-一般,下一段-カ行,連用形-一般
たたき出す,タタキダス,動詞-一般,五段-サ行,終止形-一般
初明,ハツアキ,名詞-普通名詞-一般,0,0
脱サラ,ダツサラ,名詞-普通名詞-一般,0,0
昔々,ムカシムカシ,名詞-普通名詞-副詞可能,0,0
垂,スイ,接尾辞-名詞的-一般,0,0
クロム,クロム,名詞-普通名詞-一般,0,0
per,パー,名詞-普通名詞-一般,0,0
#N/A,#N/A,動詞-一般,五段-サ行,連用形-一般
小額,ショウガク,名詞-普通名詞-一般,0,0
日和見,ヒヨリミ,名詞-普通名詞-一般,0,0
職制,ショクセイ,名詞-普通名詞-一般,0,0
たく,タク,名詞-普通名詞-一般,0,0
やきもき,ヤキモキ,副詞,0,0
沐浴,モクヨク,名詞-普通名詞-サ変可能,0,0
ボン,ボン,名詞-普通名詞-一般,0,0
常道,ジョウドウ,名詞-普通名詞-一般,0,0
混浴,コンヨク,名詞-普通名詞-サ変可能,0,0
他殺,タサツ,名詞-普通名詞-一般,0,0
打ち負かす,ウチマカス,動詞-一般,五段-サ行,連用形-一般
同型,ドウケイ,名詞-普通名詞-一般,0,0
而,0,名詞-普通名詞-一般,0,0
いらつく,イラツク,動詞-一般,五段-カ行-一般,連用形-イ音便
履修,リシュウ,名詞-普通名詞-サ変可能,0,0
ネズミ捕り,ネズミトリ,名詞-普通名詞-一般,0,0
手慣れる,テナレル,動詞-一般,下一段-ラ行-一般,連用形-一般
寄り集まる,ヨリアツマル,動詞-一般,五段-ラ行-一般,連用形-促音便
討幕,トウバク,名詞-普通名詞-一般,0,0
留め置く,トメオク,動詞-一般,五段-カ行-一般,連用形-一般
ぶっかける,ブッカケル,動詞-一般,下一段-カ行,連用形-一般
男優,ダンユウ,名詞-普通名詞-一般,0,0
導管,ドウカン,名詞-普通名詞-一般,0,0
カスタム,カスタム,名詞-普通名詞-一般,0,0
自腹,ジバラ,名詞-普通名詞-一般,0,0
浸食,シンショク,名詞-普通名詞-サ変可能,0,0
再燃,サイネン,名詞-普通名詞-サ変可能,0,0
うつらうつら,ウツラウツラ,副詞,0,0
運航,ウンコウ,名詞-普通名詞-サ変可能,0,0
砂場,スナバ,名詞-普通名詞-一般,0,0
製図,セイズ,名詞-普通名詞-サ変可能,0,0
防戦,ボウセン,名詞-普通名詞-サ変可能,0,0
読み,ヨミ,名詞-普通名詞-一般,0,0
#N/A,#N/A,副詞,0,0
酒肴,シュコウ,名詞-普通名詞-一般,0,0
法衣,ホウイ,名詞-普通名詞-一般,0,0
字句,ジク,名詞-普通名詞-一般,0,0
のん,ノン,助詞-終助詞,0,0
病身,ビョウシン,名詞-普通名詞-一般,0,0
初もうで,ハツモウデ,名詞-普通名詞-一般,0,0
シャンデリア,シャンデリア,名詞-普通名詞-一般,0,0
一本,イッポン,名詞-普通名詞-一般,0,0
不義,フギ,名詞-普通名詞-一般,0,0
端々,ハシバシ,名詞-普通名詞-一般,0,0
はね飛ばす,ハネトバス,動詞-一般,五段-サ行,連用形-一般
腸内,チョウナイ,名詞-普通名詞-一般,0,0
無味,ムミ,名詞-普通名詞-一般,0,0
腹ばい,ハラバイ,名詞-普通名詞-一般,0,0
おしぼり,オシボリ,名詞-普通名詞-一般,0,0
言外,ゲンガイ,名詞-普通名詞-一般,0,0
パルス,パルス,名詞-普通名詞-一般,0,0
潤滑,ジュンカツ,名詞-普通名詞-一般,0,0
服役,フクエキ,名詞-普通名詞-サ変可能,0,0
兵曹,ヘイソウ,名詞-普通名詞-一般,0,0
生糸,キイト,名詞-普通名詞-一般,0,0
ハイジャック,ハイジャック,名詞-普通名詞-サ変可能,0,0
貞操,テイソウ,名詞-普通名詞-一般,0,0
ファインダー,ファインダー,名詞-普通名詞-一般,0,0
小論,ショウロン,名詞-普通名詞-一般,0,0
完済,カンサイ,名詞-普通名詞-サ変可能,0,0
行楽,コウラク,名詞-普通名詞-一般,0,0
ウイット,ウイット,名詞-普通名詞-一般,0,0
沿道,エンドウ,名詞-普通名詞-一般,0,0
女工,ジョコウ,名詞-普通名詞-一般,0,0
快調,カイチョウ,名詞-普通名詞-形状詞可能,0,0
目白,メジロ,名詞-普通名詞-一般,0,0
押し黙る,オシダマル,動詞-一般,五段-ラ行-一般,連用形-促音便
煮込み,ニコミ,名詞-普通名詞-一般,0,0
関知,カンチ,名詞-普通名詞-サ変可能,0,0
切る,キル,名詞-普通名詞-一般,0,0
早退,ソウタイ,名詞-普通名詞-サ変可能,0,0
自活,ジカツ,名詞-普通名詞-サ変可能,0,0
かんな,カンナ,名詞-普通名詞-一般,0,0
財形,ザイケイ,名詞-普通名詞-一般,0,0
中段,チュウダン,名詞-普通名詞-一般,0,0
入れ込む,イレコム,動詞-一般,五段-マ行,連用形-一般
簡,カン,名詞-普通名詞-形状詞可能,0,0
プラチナ,プラチナ,名詞-普通名詞-一般,0,0
なつ印,ナツイン,名詞-普通名詞-サ変可能,0,0
降格,コウカク,名詞-普通名詞-サ変可能,0,0
恐れ多い,オソレオオイ,形容詞-一般,形容詞,語幹-一般
尖端,センタン,名詞-普通名詞-一般,0,0
かきたてる,カキタテル,動詞-一般,下一段-タ行,連用形-一般
悠久,ユウキュウ,名詞-普通名詞-一般,0,0
ぼうぼう,ボウボウ,副詞,0,0
回りくどい,マワリクドイ,形容詞-一般,形容詞,連体形-一般
リコール,リコール,名詞-普通名詞-サ変可能,0,0
土中,ドチュウ,名詞-普通名詞-一般,0,0
払う,ハラウ,動詞-一般,五段-ワア行-一般,連用形-一般
鼻腔,ビコウ,名詞-普通名詞-一般,0,0
洋学,ヨウガク,名詞-普通名詞-一般,0,0
#N/A,#N/A,動詞-一般,五段-ラ行-一般,未然形-一般
